State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Kangra,Palampur,Cabbage,Cabbage,FAQ,28/03/2025,800,1000,900
"Himachal Pradesh",Kangra,Palampur,Capsicum,Capsicum,FAQ,28/03/2025,2800,3000,2900
"Himachal Pradesh",Kangra,Palampur,Coriander(Leaves),Coriander,FAQ,28/03/2025,3800,4000,3900
"Himachal Pradesh",Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,28/03/2025,2000,2500,2200
"Himachal Pradesh",Kangra,Palampur,Mango,Safeda,Medium,28/03/2025,14500,15000,14700
"Himachal Pradesh",Kangra,Palampur,Raddish,Raddish,FAQ,28/03/2025,1400,1500,1450
"Himachal Pradesh",Kangra,Palampur,Spinach,Spinach,FAQ,28/03/2025,2200,2500,2300
"Himachal Pradesh",Kangra,Palampur,Tomato,Tomato,FAQ,28/03/2025,1300,1400,1350
"Himachal Pradesh",Kullu,Bhuntar,"Green Chilli",Other,FAQ,28/03/2025,5000,5500,5300
"Himachal Pradesh",Kullu,Bhuntar,Potato,Other,FAQ,28/03/2025,1000,1200,1100
"Himachal Pradesh",Kullu,Bhuntar,"Squash(Chappal Kadoo)",Other,FAQ,28/03/2025,1200,1500,1300
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Ber(Zizyphus/Borehannu),Other,Medium,28/03/2025,2500,2700,2600
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Garlic,Other,FAQ,28/03/2025,8000,9000,8500
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Guava,Guava,Medium,28/03/2025,4000,5000,4500
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)","Karbuja(Musk Melon)",Karbhuja,Medium,28/03/2025,3000,3500,3250
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Raddish,Other,FAQ,28/03/2025,800,1200,1000
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Tomato,Other,FAQ,28/03/2025,800,1600,1200
"Himachal Pradesh",Mandi,Mandi(Mandi),Cabbage,Cabbage,FAQ,28/03/2025,400,700,600
"Himachal Pradesh",Mandi,Mandi(Mandi),"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,28/03/2025,3500,5000,4500
"Himachal Pradesh",Mandi,Mandi(Mandi),"Green Chilli",Other,FAQ,28/03/2025,2500,6000,5500
"Himachal Pradesh",Mandi,Mandi(Mandi),Mango,Safeda,Medium,28/03/2025,10000,12000,12000
"Himachal Pradesh",Mandi,Mandi(Mandi),"Squash(Chappal Kadoo)","Squash(Chappal Kadoo)",FAQ,28/03/2025,1000,1200,1100
"Himachal Pradesh",Solan,Solan,Brinjal,Other,FAQ,28/03/2025,1800,2200,2000
"Himachal Pradesh",Solan,Solan,Cabbage,Other,FAQ,28/03/2025,500,700,600
"Himachal Pradesh",Solan,Solan,Guava,Other,Medium,28/03/2025,6000,6500,6200
"Himachal Pradesh",Solan,Solan,"Karbuja(Musk Melon)",Other,Medium,28/03/2025,4000,4500,4200
"Himachal Pradesh",Solan,Solan,Onion,Other,FAQ,28/03/2025,1600,2300,2200
"Himachal Pradesh",Solan,Solan,Orange,Other,Medium,28/03/2025,7400,8000,8000
"Himachal Pradesh",Solan,Solan,Papaya,Other,Medium,28/03/2025,3000,3500,3200
"Himachal Pradesh",Solan,Solan,Turnip,Turnip,FAQ,28/03/2025,600,800,800
"Himachal Pradesh",Solan,Solan,"Water Melon",Other,Medium,28/03/2025,1600,1800,1800
"Himachal Pradesh",Solan,Solan(Nalagarh),"Bitter gourd",Other,FAQ,28/03/2025,6000,6500,6200
"Himachal Pradesh",Solan,Solan(Nalagarh),Cabbage,Other,FAQ,28/03/2025,700,900,800
"Himachal Pradesh",Solan,Solan(Nalagarh),Cauliflower,Other,FAQ,28/03/2025,800,1000,900
"Himachal Pradesh",Solan,Solan(Nalagarh),Garlic,Other,FAQ,28/03/2025,7500,9500,8500
"Himachal Pradesh",Solan,Solan(Nalagarh),Kinnow,Other,Medium,28/03/2025,4500,5000,4800
"Himachal Pradesh",Solan,Solan(Nalagarh),Pomegranate,Other,Medium,28/03/2025,9000,10000,9500
"Himachal Pradesh",Una,Santoshgarh,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1200,2000,1600
"Himachal Pradesh",Una,Santoshgarh,Pumpkin,Pumpkin,FAQ,28/03/2025,1000,1500,1250
"Himachal Pradesh",Una,Santoshgarh,Turnip,Other,FAQ,28/03/2025,600,600,600
"Himachal Pradesh",Una,Una,Banana,Medium,Medium,28/03/2025,3100,3300,3200
"Himachal Pradesh",Una,Una,"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,7000,9000,8000
"Himachal Pradesh",Una,Una,"Karbuja(Musk Melon)",Karbhuja,Medium,28/03/2025,3000,4000,3500
"Himachal Pradesh",Una,Una,Lemon,Other,FAQ,28/03/2025,10000,14000,12000
"Himachal Pradesh",Una,Una,Potato,Potato,Non-FAQ,28/03/2025,800,1000,900
"Himachal Pradesh",Una,Una,Raddish,Raddish,FAQ,28/03/2025,800,1000,900
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1500,1700,1600
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Peas Wet","Peas Wet",FAQ,28/03/2025,6000,8000,7000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Sweet Pumpkin","Sweet Pumpkin",FAQ,28/03/2025,600,800,700
Karnataka,Bangalore,Ramanagara,Capsicum,Capsicum,FAQ,28/03/2025,3000,4400,4000
Karnataka,Bangalore,Ramanagara,"Knool Khol","Knool Khol",FAQ,28/03/2025,1000,2000,1600
Karnataka,Chamrajnagar,Gundlupet,Beans,"Beans (Whole)",FAQ,28/03/2025,3800,3800,3800
Karnataka,Dharwad,Kalagategi,Maize,Local,FAQ,28/03/2025,2240,2400,2289
Kerala,Alappuzha,Aroor,Banana,"Nendra Bale",Medium,28/03/2025,5500,5700,5600
Kerala,Alappuzha,Aroor,Beetroot,Other,FAQ,28/03/2025,3900,4100,4000
Kerala,Alappuzha,Chengannur,"Banana - Green","Banana - Green",FAQ,28/03/2025,4900,5200,5000
Kerala,Alappuzha,Chengannur,"Bottle gourd",Other,FAQ,28/03/2025,1850,2100,2000
Kerala,Alappuzha,Chengannur,"Green Chilli","Green Chilly",FAQ,28/03/2025,2900,3200,3000
Kerala,Alappuzha,Chengannur,Snakeguard,Other,FAQ,28/03/2025,4900,5200,5000
Kerala,Alappuzha,Cherthala,Amaranthus,Other,FAQ,28/03/2025,5000,5200,5100
Kerala,Alappuzha,Harippad,Amaranthus,Other,FAQ,28/03/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,28/03/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,"Bottle gourd",Other,FAQ,28/03/2025,1000,1600,1000
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,28/03/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Cucumbar(Kheera),Other,FAQ,28/03/2025,3000,3500,3000
Kerala,Alappuzha,Kayamkulam,Banana,"Nendra Bale",Medium,28/03/2025,5700,5900,5800
Kerala,Alappuzha,Kayamkulam,Banana,Palayamthodan,Medium,28/03/2025,2300,2500,2400
Kerala,Alappuzha,Kayamkulam,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,1700,1900,1800
Kerala,Alappuzha,Kayamkulam,Cauliflower,Other,FAQ,28/03/2025,2600,2800,2700
Kerala,Alappuzha,Kayamkulam,Potato,Other,FAQ,28/03/2025,2200,2400,2300
Kerala,Alappuzha,Kayamkulam,Pumpkin,Other,FAQ,28/03/2025,2400,2600,2500
Kerala,Alappuzha,Kayamkulam,Snakeguard,Other,FAQ,28/03/2025,2400,2600,2500
Kerala,Alappuzha,Mannar,Beetroot,Other,FAQ,28/03/2025,3000,3200,3100
Kerala,Alappuzha,Mannar,Capsicum,Other,FAQ,28/03/2025,7000,7200,7100
Kerala,Alappuzha,Mannar,Drumstick,Other,FAQ,28/03/2025,10100,10300,10200
Kerala,Ernakulam,Aluva,Carrot,Carrot,FAQ,28/03/2025,3000,5000,4000
Kerala,Ernakulam,Aluva,Cauliflower,Other,FAQ,28/03/2025,3000,4000,3500
Kerala,Ernakulam,Aluva,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,900,2000,1500
Kerala,Ernakulam,Aluva,"Green Chilli","Green Chilly",FAQ,28/03/2025,2200,4000,3100
Kerala,Ernakulam,"Koovapadi VFPCK",Banana,Poovan,Large,28/03/2025,4600,5000,4800
Kerala,Ernakulam,Kothamangalam,Amaranthus,Other,FAQ,28/03/2025,4000,5000,4500
Kerala,Ernakulam,Kothamangalam,Cauliflower,Other,FAQ,28/03/2025,3000,4000,3500
Kerala,Ernakulam,Kothamangalam,"Mango (Raw-Ripe)",Other,FAQ,28/03/2025,2000,4000,3000
Kerala,Ernakulam,Kothamangalam,Snakeguard,Other,FAQ,28/03/2025,2000,4000,3000
Kerala,Ernakulam,"Mazhuvannur VFPCK",Ashgourd,Ashgourd,FAQ,28/03/2025,1200,2700,1500
Kerala,Ernakulam,"Mookkannur  VFPCK",Banana,"Nendra Bale",Large,28/03/2025,4000,6300,5600
Kerala,Ernakulam,"North Paravur",Amaranthus,Amaranthus,FAQ,28/03/2025,2000,3000,2500
Kerala,Ernakulam,"North Paravur",Amphophalus,Amphophalus,FAQ,28/03/2025,5300,6000,5500
Kerala,Ernakulam,"North Paravur","Bitter gourd","Bitter Gourd",FAQ,28/03/2025,4500,5500,5000
Kerala,Ernakulam,"North Paravur",Brinjal,"Arkasheela Mattigulla",FAQ,28/03/2025,2800,3500,3000
Kerala,Ernakulam,"North Paravur",Carrot,Carrot,FAQ,28/03/2025,4200,5000,4500
Kerala,Ernakulam,"North Paravur",Cauliflower,"African Sarson",FAQ,28/03/2025,3000,4000,3500
Kerala,Ernakulam,"North Paravur","Little gourd (Kundru)","Little gourd (Kundru)",FAQ,28/03/2025,3000,4000,3500
Kerala,Ernakulam,"North Paravur",Onion,"1st Sort",FAQ,28/03/2025,3500,4500,4000
Kerala,Ernakulam,"North Paravur",Pumpkin,Other,FAQ,28/03/2025,1400,1800,1500
Kerala,Ernakulam,"North Paravur",Ridgeguard(Tori),Other,FAQ,28/03/2025,4800,5500,5000
Kerala,Ernakulam,Perumbavoor,Ashgourd,Ashgourd,FAQ,28/03/2025,1200,2200,1800
Kerala,Ernakulam,Perumbavoor,Banana,Palayamthodan,Medium,28/03/2025,2200,3200,2700
Kerala,Ernakulam,Perumbavoor,Colacasia,Other,FAQ,28/03/2025,4800,5800,5200
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1400,2400,1800
Kerala,Ernakulam,Perumbavoor,Drumstick,Drumstick,FAQ,28/03/2025,4000,5000,4500
Kerala,Ernakulam,Perumbavoor,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,28/03/2025,3200,4200,3700
Kerala,Ernakulam,Perumbavoor,Onion,Onion,FAQ,28/03/2025,2400,3400,2700
Kerala,Ernakulam,Perumbavoor,Pumpkin,Pumpkin,FAQ,28/03/2025,1000,2000,1500
Kerala,Ernakulam,Piravam,Ashgourd,Other,FAQ,28/03/2025,2500,3500,3000
Kerala,Ernakulam,Piravam,Brinjal,Other,FAQ,28/03/2025,3000,5000,4000
Kerala,Ernakulam,Piravam,Carrot,Other,FAQ,28/03/2025,5000,7000,6000
Kerala,Ernakulam,Piravam,Lemon,Other,FAQ,28/03/2025,12000,15000,14000
Kerala,Ernakulam,Piravam,"Papaya (Raw)",Other,FAQ,28/03/2025,3000,4000,3500
Kerala,Ernakulam,Piravam,Tomato,Other,FAQ,28/03/2025,4000,5000,4500
Kerala,Ernakulam,"Thiruvaniyoor  VFPCK",Banana,"Nendra Bale",Large,28/03/2025,4500,7300,6400
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,28/03/2025,5000,6000,5200
Kerala,Ernakulam,Thrippunithura,Cauliflower,Cauliflower,FAQ,28/03/2025,5000,6000,5200
Kerala,Ernakulam,Thrippunithura,Colacasia,Other,FAQ,28/03/2025,7000,8000,7200
Kerala,Ernakulam,Thrippunithura,Ginger(Green),"Green Ginger",FAQ,28/03/2025,7500,10000,8000
Kerala,Ernakulam,Thrippunithura,"Green Chilli","Green Chilly",FAQ,28/03/2025,4500,8000,4700
Kerala,Ernakulam,Thrippunithura,"Indian Beans (Seam)",Other,FAQ,28/03/2025,6500,7500,6700
Kerala,Ernakulam,Thrippunithura,"Leafy Vegetable",Other,FAQ,28/03/2025,8000,9000,8400
Kerala,Ernakulam,Thrippunithura,Onion,Big,FAQ,28/03/2025,3000,3500,3000
Kerala,Ernakulam,Thrippunithura,Snakeguard,Snakeguard,FAQ,28/03/2025,5500,6500,5700
Kerala,Ernakulam,Thrippunithura,Tomato,Tomato,FAQ,28/03/2025,3000,3500,3200
Kerala,Ernakulam,"Vengola  VFPCK",Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,2500,4000,3200
Kerala,Kannur,Irikkur,Rubber,Other,FAQ,28/03/2025,20100,20100,20100
Kerala,Kannur,Kannur,"Coconut Oil",Other,FAQ,28/03/2025,29300,30000,29800
Kerala,Kannur,"Pattiyam  VFPCK","Banana - Green","Banana - Green",FAQ,28/03/2025,6000,6000,6000
Kerala,Kannur,Payyannur,Pumpkin,Other,FAQ,28/03/2025,1700,1900,1800
Kerala,Kannur,Payyannur,Tapioca,Other,FAQ,28/03/2025,4000,4200,4100
Kerala,Kasargod,Kanjangadu,Arecanut(Betelnut/Supari),Other,FAQ,28/03/2025,38800,39500,39000
Kerala,Kasargod,Kanjangadu,Banana,Other,Small,28/03/2025,6300,7000,6500
Kerala,Kasargod,Kanjangadu,"Banana - Green","Banana - Green",FAQ,28/03/2025,4000,4600,4200
Kerala,Kasargod,Kanjangadu,"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,4200,4800,4400
Kerala,Kasargod,Kanjangadu,"Bitter gourd","Bitter Gourd",FAQ,28/03/2025,4300,5000,4500
Kerala,Kasargod,Kanjangadu,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1600,2200,1800
Kerala,Kasargod,Kanjangadu,Potato,Potato,FAQ,28/03/2025,3200,3800,3400
Kerala,Kasargod,Kanjangadu,Pumpkin,Pumpkin,FAQ,28/03/2025,1600,2200,1800
Kerala,Kasargod,Kanjangadu,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,28/03/2025,4500,5000,4700
Kerala,Kasargod,Kasargod,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,6500,6700,6600
Kerala,Kasargod,Kasargod,Cashewnuts,Other,FAQ,28/03/2025,9000,9200,9100
Kerala,Kasargod,Kasargod,Copra,other,Non-FAQ,28/03/2025,12000,12500,12200
Kerala,Kasargod,"Madikai  VFPCK","Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,4500,4500,4500
Kerala,Kasargod,"Madikai  VFPCK","Bitter gourd","Bitter Gourd",FAQ,28/03/2025,4800,4800,4800
Kerala,Kasargod,"Madikai  VFPCK",Ginger(Green),"Green Ginger",FAQ,28/03/2025,5000,5000,5000
Kerala,Kasargod,"Madikai  VFPCK",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,28/03/2025,4000,4000,4000
Kerala,Kasargod,Manjeswaram,Copra,Copra,FAQ,28/03/2025,14000,16000,15000
Kerala,Kasargod,Manjeswaram,Drumstick,Drumstick,FAQ,28/03/2025,15000,17000,16000
Kerala,Kasargod,Manjeswaram,"Little gourd (Kundru)",Other,FAQ,28/03/2025,7000,8000,7500
Kerala,Kasargod,Manjeswaram,"Long Melon(Kakri)",Other,FAQ,28/03/2025,11000,12000,11500
Kerala,Kasargod,Manjeswaram,"Pepper garbled",Other,FAQ,28/03/2025,61000,63000,62000
Kerala,Kasargod,Neeleswaram,Amphophalus,Other,FAQ,28/03/2025,5800,6200,6000
Kerala,Kasargod,Neeleswaram,Arecanut(Betelnut/Supari),Other,FAQ,28/03/2025,34500,35500,35000
Kerala,Kasargod,Neeleswaram,"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,4800,5200,5000
Kerala,Kasargod,Neeleswaram,Potato,Other,FAQ,28/03/2025,2800,3200,3000
Kerala,Kollam,Chathanoor,Banana,Robusta,Medium,28/03/2025,4800,5200,5000
Kerala,Kollam,Chathanoor,Beetroot,Other,FAQ,28/03/2025,3800,4200,4000
Kerala,Kollam,Chathanoor,Cabbage,Other,FAQ,28/03/2025,3800,4200,4000
Kerala,Kottayam,Athirampuzha,"Banana - Green","Banana - Green",FAQ,28/03/2025,6300,6500,6400
Kerala,Kottayam,Athirampuzha,Cabbage,Cabbage,FAQ,28/03/2025,2400,2600,2500
Kerala,Kottayam,Athirampuzha,Ginger(Green),"Green Ginger",FAQ,28/03/2025,6400,6600,6500
Kerala,Kottayam,Athirampuzha,Lemon,Other,FAQ,28/03/2025,6800,7000,6900
Kerala,Kottayam,Athirampuzha,"Little gourd (Kundru)",Other,FAQ,28/03/2025,2000,2200,2100
Kerala,Kottayam,Athirampuzha,Onion,Big,FAQ,28/03/2025,2400,2600,2500
Kerala,Kottayam,Athirampuzha,"Water Melon",Other,Medium,28/03/2025,1800,2000,1900
Kerala,Kottayam,Ettumanoor,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,2600,2800,2700
Kerala,Kottayam,Ettumanoor,Carrot,Carrot,FAQ,28/03/2025,3800,4200,4000
Kerala,Kottayam,Ettumanoor,"Cluster beans",Other,FAQ,28/03/2025,6000,6400,6200
Kerala,Kottayam,Ettumanoor,Ginger(Green),"Green Ginger",FAQ,28/03/2025,4400,4800,4600
Kerala,Kottayam,Ettumanoor,"Little gourd (Kundru)",Other,FAQ,28/03/2025,2600,3000,2800
Kerala,Kottayam,Ettumanoor,Potato,Potato,FAQ,28/03/2025,2800,3000,2900
Kerala,Kottayam,Ettumanoor,Tomato,Tomato,FAQ,28/03/2025,2400,2600,2500
Kerala,Kottayam,"Mutholy  VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,28/03/2025,4000,4500,4500
Kerala,Kottayam,Pala,Cowpea(Veg),"Cowpea (Veg)",FAQ,28/03/2025,5300,6600,5800
Kerala,Kottayam,Pala,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,3500,4800,4000
Kerala,Kottayam,Pala,Tomato,Tomato,FAQ,28/03/2025,2600,3600,3000
Kerala,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,28/03/2025,3000,4500,4000
Kerala,Kottayam,Pampady,Banana,Robusta,Medium,28/03/2025,3000,4000,3500
Kerala,Kottayam,Pampady,Brinjal,Brinjal,FAQ,28/03/2025,2500,3500,3000
Kerala,Kottayam,Pampady,Ginger(Green),"Green Ginger",FAQ,28/03/2025,8000,9500,9000
Kerala,Kottayam,Pampady,"Green Chilli","Green Chilly",FAQ,28/03/2025,4000,5000,4500
Kerala,Kozhikode(Calicut),Kallachi,Banana,Palayamthodan,Medium,28/03/2025,3400,3800,3600
Kerala,Kozhikode(Calicut),Kallachi,"Bitter gourd","Bitter Gourd",FAQ,28/03/2025,3800,4200,4000
Kerala,Kozhikode(Calicut),Kallachi,"Bottle gourd","Bottle Gourd",FAQ,28/03/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,"Cluster beans","Cluster Beans",FAQ,28/03/2025,5300,5700,5500
Kerala,Kozhikode(Calicut),Kallachi,Drumstick,Drumstick,FAQ,28/03/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Ginger(Green),"Green Ginger",FAQ,28/03/2025,5800,6200,6000
Kerala,Kozhikode(Calicut),Mukkom,Apple,Other,Large,28/03/2025,20000,21000,20500
Kerala,Kozhikode(Calicut),Mukkom,"Banana - Green","Banana - Green",FAQ,28/03/2025,4200,4500,4400
Kerala,Kozhikode(Calicut),Mukkom,"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,3500,3900,3700
Kerala,Kozhikode(Calicut),Mukkom,Cabbage,Cabbage,FAQ,28/03/2025,2800,3200,2900
Kerala,Kozhikode(Calicut),Mukkom,"Coconut Seed",Other,FAQ,28/03/2025,5800,6300,6000
Kerala,Kozhikode(Calicut),Mukkom,Cowpea(Veg),"Cowpea (Veg)",FAQ,28/03/2025,4800,5300,5000
Kerala,Kozhikode(Calicut),Mukkom,Drumstick,Drumstick,FAQ,28/03/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Mukkom,Ginger(Green),"Green Ginger",FAQ,28/03/2025,5000,5400,5200
Kerala,Kozhikode(Calicut),Mukkom,Potato,Other,FAQ,28/03/2025,2600,3000,2800
Kerala,Kozhikode(Calicut),Mukkom,Snakeguard,Snakeguard,FAQ,28/03/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Palayam,Ashgourd,Other,FAQ,28/03/2025,700,700,700
Kerala,Kozhikode(Calicut),Palayam,"Bottle gourd",Other,FAQ,28/03/2025,1400,1500,1400
Kerala,Kozhikode(Calicut),Palayam,Cabbage,Other,FAQ,28/03/2025,1100,1100,1100
Kerala,Kozhikode(Calicut),Palayam,Cauliflower,Other,FAQ,28/03/2025,1800,1800,1800
Kerala,Kozhikode(Calicut),Palayam,"Green Chilli",Other,FAQ,28/03/2025,2100,2100,2100
Kerala,Kozhikode(Calicut),Palayam,Potato,Other,FAQ,28/03/2025,2200,2200,2200
Kerala,Kozhikode(Calicut),Perambra,Ashgourd,Other,FAQ,28/03/2025,1000,1500,1300
Kerala,Kozhikode(Calicut),Perambra,Ginger(Green),Other,FAQ,28/03/2025,6000,7000,6500
Kerala,Kozhikode(Calicut),Quilandy,Amphophalus,Other,FAQ,28/03/2025,5200,5500,5400
Kerala,Kozhikode(Calicut),Quilandy,"Bottle gourd",Other,FAQ,28/03/2025,2400,2500,2400
Kerala,Kozhikode(Calicut),Quilandy,Cabbage,Other,FAQ,28/03/2025,1700,1800,1700
Kerala,Kozhikode(Calicut),Quilandy,"Cluster beans",Other,FAQ,28/03/2025,3200,3500,3400
Kerala,Kozhikode(Calicut),Quilandy,Drumstick,Other,FAQ,28/03/2025,2200,2500,2400
Kerala,Kozhikode(Calicut),Quilandy,Raddish,Other,FAQ,28/03/2025,2200,2400,2400
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Drumstick,Drumstick,FAQ,28/03/2025,1600,1900,1900
Kerala,Malappuram,"Elamkur  VFPCK",Banana,"Nendra Bale",Large,28/03/2025,5300,5500,5400
Kerala,Malappuram,Kondotty,Amphophalus,Other,FAQ,28/03/2025,4900,5100,5000
Kerala,Malappuram,Kondotty,Beetroot,Other,FAQ,28/03/2025,1900,2100,2000
Kerala,Malappuram,Kondotty,"Bottle gourd",Other,FAQ,28/03/2025,1900,2100,2000
Kerala,Malappuram,Kondotty,Orange,Other,Medium,28/03/2025,7500,7700,7600
Kerala,Malappuram,Parappanangadi,Banana,"Nendra Bale",Small,28/03/2025,4200,4300,4300
Kerala,Malappuram,Parappanangadi,Capsicum,Capsicum,FAQ,28/03/2025,5800,5900,5900
Kerala,Malappuram,Parappanangadi,Carrot,Other,FAQ,28/03/2025,4000,4100,4100
Kerala,Malappuram,Parappanangadi,Cowpea(Veg),"Cowpea (Veg)",FAQ,28/03/2025,4500,4600,4600
Kerala,Malappuram,Parappanangadi,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1500,1600,1600
Kerala,Malappuram,Parappanangadi,Cucumbar(Kheera),Other,FAQ,28/03/2025,1200,1300,1300
Kerala,Malappuram,Parappanangadi,"Green Chilli",Other,FAQ,28/03/2025,3000,3100,3100
Kerala,Malappuram,Parappanangadi,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,28/03/2025,3500,3600,3600
Kerala,Malappuram,Parappanangadi,Pumpkin,Pumpkin,FAQ,28/03/2025,1100,1200,1200
Kerala,Malappuram,"Parappanangadi VFPCK",Banana,Poovan,Large,28/03/2025,3300,3500,3400
Kerala,Malappuram,Perinthalmanna,"Amla(Nelli Kai)",Amla,FAQ,28/03/2025,3000,3800,3500
Kerala,Malappuram,Perinthalmanna,"Banana - Green","Banana - Green",FAQ,28/03/2025,1800,2700,2000
Kerala,Malappuram,Perinthalmanna,"Bitter gourd","Bitter Gourd",FAQ,28/03/2025,3500,4600,4000
Kerala,Malappuram,Perinthalmanna,Carrot,Carrot,FAQ,28/03/2025,4000,5300,4700
Kerala,Malappuram,Perinthalmanna,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,800,1500,1000
Kerala,Malappuram,Perinthalmanna,Ginger(Green),"Green Ginger",FAQ,28/03/2025,4009,5200,4700
Kerala,Malappuram,Perinthalmanna,Potato,Potato,FAQ,28/03/2025,1600,2600,2000
Kerala,Malappuram,Thirurrangadi,Banana,"Nendra Bale",Medium,28/03/2025,6500,6500,6500
Kerala,Malappuram,Thirurrangadi,Banana,Palayamthodan,Medium,28/03/2025,3200,3200,3200
Kerala,Malappuram,Thirurrangadi,"Bitter gourd",Other,FAQ,28/03/2025,4500,4500,4500
Kerala,Malappuram,Thirurrangadi,Cauliflower,Other,FAQ,28/03/2025,3500,3500,3500
Kerala,Malappuram,Thirurrangadi,"Green Chilli",Other,FAQ,28/03/2025,4000,4000,4000
Kerala,Palakad,Koduvayoor,"Banana - Green",Other,FAQ,28/03/2025,3000,3400,3200
Kerala,Palakad,Koduvayoor,Beetroot,Other,FAQ,28/03/2025,1300,1700,1500
Kerala,Palakad,Koduvayoor,Cabbage,Other,FAQ,28/03/2025,800,1200,1000
Kerala,Palakad,Koduvayoor,Cauliflower,Other,FAQ,28/03/2025,1800,2200,2000
Kerala,Palakad,Koduvayoor,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1200,1600,1400
Kerala,Palakad,Koduvayoor,"French Beans (Frasbean)",Other,FAQ,28/03/2025,3800,4200,4000
Kerala,Palakad,Koduvayoor,"Green Chilli",Other,FAQ,28/03/2025,2000,2400,2200
Kerala,Palakad,Koduvayoor,Lime,Other,Medium,28/03/2025,6500,6900,6700
Kerala,Palakad,Koduvayoor,Onion,Small,FAQ,28/03/2025,3000,3400,3200
Kerala,Palakad,Koduvayoor,Pumpkin,Other,FAQ,28/03/2025,800,1200,1000
Kerala,Palakad,Kollengode,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,28/03/2025,3000,3400,3200
Kerala,Palakad,Kollengode,Garlic,Other,FAQ,28/03/2025,10000,14000,12000
Kerala,Palakad,Kollengode,"Little gourd (Kundru)",Other,FAQ,28/03/2025,2500,2900,2700
Kerala,Palakad,Kollengode,Onion,Big,FAQ,28/03/2025,2200,2600,2400
Kerala,Palakad,Kollengode,Pumpkin,Other,FAQ,28/03/2025,1000,1400,1200
Kerala,Palakad,Palakkad,Amaranthus,Other,FAQ,28/03/2025,3000,4000,3600
Kerala,Palakad,Palakkad,Banana,"Nendra Bale",Medium,28/03/2025,5400,6500,6000
Kerala,Palakad,Palakkad,Beetroot,Beetroot,FAQ,28/03/2025,1800,2500,2200
Kerala,Palakad,Palakkad,"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,3000,4000,3600
Kerala,Palakad,Palakkad,Cauliflower,Cauliflower,FAQ,28/03/2025,3000,4000,3600
Kerala,Palakad,Palakkad,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1600,2000,1900
Kerala,Palakad,Palakkad,Drumstick,Drumstick,FAQ,28/03/2025,2000,3000,2600
Kerala,Palakad,Palakkad,"Elephant Yam (Suran)",Other,FAQ,28/03/2025,4500,5500,5100
